Type,Chip,Disp,Electrolyte,Measure,Sweep,VGSmin [V],IDSmin [A],IDSmax [A],Ronoff,Res [ohm],IDS(-0.6V) [A],IDS(+0.6V) [A],VGS min |gm| [V],min |gm| [S],VGS min gm [V],min gm [S],VGS max gm [V],max gm [S]
Standard,2,1,KCl,410,50,0.12,3.193643e-06,8.052717e-06,2.5214831463629466,30405.88511987672,8.052717e-06,4.865047e-06,0.12,9.86499999999893e-08,-0.6,-6.205634999999992e-05,0.6,6.889200000000003e-06
Standard,2,1,KCl,410,51,0.12,3.201193e-06,8.086413e-06,2.526062314893229,30381.19282639275,8.086413e-06,4.857993e-06,0.12,2.85999999999814e-08,-0.6,-6.339299999999994e-05,0.6,6.855299999999977e-06
Standard,2,1,KCl,410,52,0.12,3.19698e-06,8.07307e-06,2.5252175490619275,30421.924716079782,8.07307e-06,4.85221e-06,0.12,1.5075000000004256e-08,-0.6,-6.254714999999997e-05,0.6,6.873499999999972e-06
Standard,2,1,KCl,410,53,0.12,3.196157e-06,8.108847e-06,2.537061539843005,30410.046019522644,8.108847e-06,4.847107e-06,0.12,5.75000000006343e-10,-0.6,-6.392234999999993e-05,0.6,6.859349999999973e-06
Standard,2,1,KCl,410,54,0.12,3.195617e-06,8.083177e-06,2.529457378653324,30415.56790427613,8.083177e-06,4.83866e-06,0.12,7.149999999998737e-09,-0.6,-6.24364999999999e-05,0.6,6.834149999999997e-06
Standard,2,1,KCl,410,55,0.12,3.193453e-06,8.106357e-06,2.5384300316929664,30414.485567870383,8.106357e-06,4.831527e-06,0.12,1.9824999999984175e-08,-0.6,-6.339084999999994e-05,0.6,6.858199999999994e-06
Standard,2,1,KCl,410,56,0.12,3.192527e-06,8.086507e-06,2.532948664177312,30418.59330432008,8.086507e-06,4.826117e-06,0.12,5.800000000000521e-08,-0.6,-6.241149999999998e-05,0.6,6.760349999999993e-06
Standard,2,1,KCl,410,57,0.12,3.190507e-06,8.119227e-06,2.5448077687966206,30418.130665947177,8.119227e-06,4.821097e-06,0.12,4.792500000001191e-08,-0.6,-6.457469999999996e-05,0.6,6.87649999999997e-06
Standard,2,1,KCl,410,58,0.12,3.1875e-06,8.127667e-06,2.54985631372549,30437.87933207118,8.127667e-06,4.8131e-06,0.12,3.5000000000022535e-08,-0.6,-6.379199999999995e-05,0.6,6.831349999999962e-06
Standard,2,1,KCl,410,59,0.12,3.185643e-06,8.143503e-06,2.5563137489040675,30471.24078587768,8.143503e-06,4.808247e-06,0.12,5.0500000000009095e-08,-0.6,-6.43273e-05,0.6,6.806699999999991e-06
Standard,2,1,KCl,410,60,0.12,3.182997e-06,8.12801e-06,2.553571366859598,30455.677852021952,8.12801e-06,4.804513e-06,0.12,4.6000000000006e-08,-0.6,-6.344614999999992e-05,0.6,6.820799999999978e-06
Standard,2,1,KCl,410,61,0.12,3.18179e-06,8.140127e-06,2.558348288227696,30473.125750400723,8.140127e-06,4.796153e-06,0.12,7.875000000000667e-08,-0.6,-6.370699999999996e-05,0.6,6.775149999999978e-06
Standard,2,1,KCl,410,62,0.12,3.181957e-06,8.154973e-06,2.562879699505681,30450.04867440281,8.154973e-06,4.79207e-06,0.12,7.350000000001886e-08,-0.6,-6.446849999999996e-05,0.6,6.814649999999988e-06
Standard,2,1,KCl,410,63,0.12,3.178063e-06,8.157147e-06,2.566703995484042,30491.588437955565,8.157147e-06,4.784773e-06,0.12,8.467500000000779e-08,-0.6,-6.453069999999999e-05,0.6,6.7936500000000014e-06
Standard,2,1,KCl,410,64,0.14,3.17687e-06,8.1569e-06,2.567590112280326,30475.140970383345,8.1569e-06,4.778997e-06,0.12,1.1932500000000584e-07,-0.6,-6.398534999999993e-05,0.6,6.743849999999982e-06
Standard,2,1,KCl,410,65,0.12,3.175083e-06,8.159087e-06,2.5697240040654057,30475.32671835892,8.159087e-06,4.774047e-06,0.12,1.440750000000161e-07,-0.6,-6.406149999999999e-05,0.6,6.753199999999976e-06
Standard,2,1,KCl,410,66,0.12,3.17192e-06,8.16588e-06,2.5744281066357284,30563.18786274684,8.16588e-06,4.76767e-06,0.12,8.550000000001808e-08,-0.6,-6.433064999999991e-05,0.6,6.733999999999996e-06
Standard,2,1,KCl,410,67,0.14,3.173027e-06,8.174277e-06,2.57617631365885,30475.72608417396,8.174277e-06,4.762223e-06,0.12,1.3539999999999876e-07,-0.6,-6.43813499999999e-05,0.6,6.799799999999991e-06
Standard,2,1,KCl,410,68,0.18,3.16536e-06,8.193693e-06,2.588550117522177,30486.224799324427,8.193693e-06,4.755557e-06,0.16,1.1800000000000126e-07,-0.6,-6.520729999999994e-05,0.6,6.8106999999999744e-06
Standard,2,1,KCl,410,69,0.14,3.166823e-06,8.170407e-06,2.580001155732417,30524.12672762742,8.170407e-06,4.752293e-06,0.14,1.4050000000000314e-07,-0.6,-6.440369999999995e-05,0.6,6.807150000000014e-06
Standard,2,1,KCl,410,70,0.14,3.166843e-06,8.17977e-06,2.582941434103301,30500.75840135765,8.17977e-06,4.746903e-06,0.14,1.1825000000001873e-07,-0.6,-6.458799999999997e-05,0.6,6.822999999999996e-06
Standard,2,1,KCl,410,71,0.14,3.164173e-06,8.184713e-06,2.586683155440616,30523.726092291537,8.184713e-06,4.742027e-06,0.14,9.935000000001117e-08,-0.6,-6.423449999999998e-05,0.6,6.789850000000024e-06
Standard,2,1,KCl,410,72,0.14,3.162937e-06,8.201493e-06,2.592999165016565,30542.39941700668,8.201493e-06,4.73577e-06,0.14,8.45750000000008e-08,-0.6,-6.514099999999995e-05,0.6,6.749650000000015e-06
Standard,2,1,KCl,410,73,0.14,3.16006e-06,8.18501e-06,2.590143858028012,30554.10168955016,8.18501e-06,4.731113e-06,0.14,8.775000000001285e-08,-0.6,-6.423534999999993e-05,0.6,6.715300000000009e-06
Standard,2,1,KCl,410,74,0.14,3.15995e-06,8.2451e-06,2.6092501463630757,30558.0791435915,8.2451e-06,4.72625e-06,0.14,9.925000000000417e-08,-0.6,-6.627899999999994e-05,0.6,6.744650000000004e-06
Standard,2,1,KCl,410,75,0.14,3.158953e-06,8.223417e-06,2.603209671052402,30532.206898446828,8.223417e-06,4.723347e-06,0.14,6.900000000001577e-08,-0.6,-6.562034999999991e-05,0.6,6.718200000000026e-06
Standard,2,1,KCl,410,76,0.14,3.156873e-06,8.195113e-06,2.595959039213804,30557.46285052848,8.195113e-06,4.71713e-06,0.14,5.7425000000012414e-08,-0.6,-6.410664999999991e-05,0.6,6.766999999999975e-06
Standard,2,1,KCl,410,77,0.12,3.15587e-06,8.225123e-06,2.606293351754033,30561.01154503333,8.225123e-06,4.71379e-06,0.14,9.10000000000098e-08,-0.6,-6.515449999999992e-05,0.6,6.774499999999992e-06
Standard,2,1,KCl,410,78,0.14,3.154533e-06,8.223103e-06,2.606757640512875,30545.730012401567,8.223103e-06,4.70984e-06,0.14,6.63250000000116e-08,-0.6,-6.607749999999999e-05,0.6,6.769349999999987e-06
Standard,2,1,KCl,410,79,0.14,3.151027e-06,8.247913e-06,2.6175316809408486,30587.241388697465,8.247913e-06,4.705407e-06,0.14,5.3500000000002114e-08,-0.6,-6.606529999999995e-05,0.6,6.802500000000002e-06
Standard,2,1,KCl,410,80,0.14,3.15136e-06,8.25122e-06,2.6183044780666123,30588.176996650905,8.25122e-06,4.701657e-06,0.14,4.6500000000013876e-08,-0.6,-6.629634999999995e-05,0.6,6.788849999999996e-06
Standard,2,1,KCl,410,81,0.14,3.14824e-06,8.24226e-06,2.6180532615048406,30594.166243192416,8.24226e-06,4.696973e-06,0.14,2.2174999999999492e-08,-0.6,-6.584799999999994e-05,0.6,6.7845000000000136e-06
Standard,2,1,KCl,410,82,0.14,3.14729e-06,8.23544e-06,2.616676569366026,30602.75179944181,8.23544e-06,4.692203e-06,0.14,3.5825000000005716e-08,-0.6,-6.504264999999996e-05,0.6,6.723299999999976e-06
Standard,2,1,KCl,410,83,0.14,3.1463e-06,8.253057e-06,2.623099195880876,30605.252534650503,8.253057e-06,4.68745e-06,0.14,4.9575000000005366e-08,-0.6,-6.634649999999992e-05,0.6,6.746000000000031e-06
Standard,2,1,KCl,410,84,0.14,3.142657e-06,8.270937e-06,2.631829372406852,30619.30921001264,8.270937e-06,4.683493e-06,0.14,1.9424999999996854e-08,-0.6,-6.659669999999996e-05,0.6,6.729800000000007e-06
Standard,2,1,KCl,410,85,0.14,3.142567e-06,8.260287e-06,2.628515796162819,30606.873079418718,8.260287e-06,4.679317e-06,0.14,2.2500000000083213e-09,-0.6,-6.590469999999997e-05,0.6,6.790000000000017e-06
Standard,2,1,KCl,410,86,0.14,3.139947e-06,8.251553e-06,2.6279274777567903,30620.18114899168,8.251553e-06,4.674363e-06,0.14,2.1500000000148787e-09,-0.6,-6.536729999999995e-05,0.6,6.733299999999998e-06
Standard,2,1,KCl,410,87,0.14,3.14046e-06,8.26208e-06,2.630850257605574,30630.151034211736,8.26208e-06,4.671337e-06,0.14,1.399999999999004e-08,-0.6,-6.561399999999996e-05,0.6,6.724000000000016e-06
Standard,2,1,KCl,410,88,0.14,3.136863e-06,8.321793e-06,2.652902916066146,30658.576890177912,8.321793e-06,4.66846e-06,0.14,1.0824999999991549e-08,-0.6,-6.769164999999994e-05,0.6,6.913850000000016e-06
Standard,2,1,KCl,410,89,0.14,3.134683e-06,8.323027e-06,2.655141524677296,30678.58263721073,8.323027e-06,4.660253e-06,0.14,7.499999999982564e-09,-0.6,-6.815219999999998e-05,0.6,6.759799999999988e-06
Standard,2,1,KCl,410,90,0.14,3.13523e-06,8.280707e-06,2.641180072913311,30627.683750788663,8.280707e-06,4.65495e-06,0.14,6.83499999999974e-08,-0.6,-6.61068499999999e-05,0.6,6.689850000000016e-06
Standard,2,1,KCl,410,91,0.14,3.134453e-06,8.301953e-06,2.648613011584477,30651.340996168583,8.301953e-06,4.649357e-06,0.14,2.2500000000001905e-08,-0.6,-6.89544999999999e-05,0.6,6.728699999999998e-06
Standard,2,1,KCl,410,92,0.14,3.13304e-06,8.28041e-06,2.6429314659244696,30637.32060699885,8.28041e-06,4.64635e-06,0.14,6.07499999999943e-08,-0.6,-6.603734999999995e-05,0.6,6.701650000000003e-06
Standard,2,1,KCl,410,93,0.14,3.129047e-06,8.294647e-06,2.6508540779349112,30662.553387338263,8.294647e-06,4.64284e-06,0.14,1.3192499999997926e-07,-0.6,-6.658549999999995e-05,0.6,6.705349999999999e-06
Standard,2,1,KCl,410,94,0.14,3.128123e-06,8.29878e-06,2.6529583395537832,30670.51888383848,8.29878e-06,4.63719e-06,0.14,6.482500000000155e-08,-0.6,-6.658714999999992e-05,0.6,6.697150000000027e-06
Standard,2,1,KCl,410,95,0.14,3.129713e-06,8.1818e-06,2.614233317879308,30664.84762790538,8.1818e-06,4.635073e-06,0.14,1.809999999999225e-08,-0.6,-6.395234999999996e-05,0.6,6.745649999999989e-06
Standard,2,1,KCl,410,96,0.14,3.127547e-06,8.292493e-06,2.651436733005132,30674.216204758985,8.292493e-06,4.630623e-06,0.14,7.717499999998458e-08,-0.6,-6.610114999999993e-05,0.6,6.7165e-06
Standard,2,1,KCl,410,97,0.14,3.125213e-06,8.303203e-06,2.656843869521853,30683.910615313667,8.303203e-06,4.627763e-06,0.14,6.917499999999413e-08,-0.6,-6.666679999999998e-05,0.6,6.735999999999967e-06
Standard,2,1,KCl,410,98,0.16,3.121643e-06,8.293827e-06,2.656878765444992,30730.27423696729,8.293827e-06,4.6247e-06,0.14,1.377500000000005e-07,-0.6,-6.615869999999998e-05,0.6,6.852849999999984e-06
Standard,2,1,KCl,410,99,0.14,3.12102e-06,8.17882e-06,2.6205599451461383,30703.129293640737,8.17882e-06,4.618523e-06,0.14,6.867499999998626e-08,-0.6,-6.185749999999993e-05,0.6,6.69765000000002e-06
Standard,2,1,KCl,410,100,0.14,3.116513e-06,8.304377e-06,2.6646373687515506,30724.48646325213,8.304377e-06,4.613627e-06,0.14,7.907499999999551e-08,-0.6,-6.654034999999994e-05,0.6,6.670000000000008e-06
Standard,2,1,KCl,410,101,0.14,3.11731e-06,8.333267e-06,2.673223708902868,30739.909624665703,8.333267e-06,4.61237e-06,0.14,9.374999999998535e-08,-0.6,-6.759319999999996e-05,0.6,6.711649999999983e-06
Standard,2,1,KCl,410,102,0.16,3.115503e-06,8.331703e-06,2.674272180126291,30735.75244195553,8.331703e-06,4.606637e-06,0.16,9.532499999999389e-08,-0.6,-6.781114999999995e-05,0.6,6.678349999999974e-06
Standard,2,1,KCl,410,103,0.14,3.116127e-06,8.332003e-06,2.6738329342802785,30749.834719638384,8.332003e-06,4.604563e-06,0.14,1.2199999999999646e-07,-0.6,-6.751114999999997e-05,0.6,6.773150000000007e-06
Standard,2,1,KCl,410,104,0.14,3.11457e-06,8.20673e-06,2.634948002452987,30751.092355678207,8.20673e-06,4.59952e-06,0.14,1.503249999999925e-07,-0.6,-6.27576499999999e-05,0.6,6.663650000000013e-06
Standard,2,1,KCl,410,105,0.16,3.11252e-06,8.345323e-06,2.681211044427024,30754.37404084796,8.345323e-06,4.597133e-06,0.16,1.2782500000000418e-07,-0.6,-6.771079999999999e-05,0.6,6.715499999999972e-06
Standard,2,1,KCl,410,106,0.14,3.111787e-06,8.380113e-06,2.69302269082042,30740.94909606239,8.380113e-06,4.591703e-06,0.16,1.5650000000001112e-07,-0.6,-6.933379999999994e-05,0.6,6.700300000000019e-06
Standard,2,1,KCl,410,107,0.14,3.110227e-06,8.361427e-06,2.6883655115848457,30772.923520053177,8.361427e-06,4.588183e-06,0.16,1.3789999999999744e-07,-0.6,-6.81993499999999e-05,0.6,6.6636499999999705e-06
Standard,2,1,KCl,410,108,0.14,3.109197e-06,8.38612e-06,2.6971980225119223,30760.1163101518,8.38612e-06,4.58638e-06,0.16,1.3600000000000005e-07,-0.6,-6.885564999999997e-05,0.6,6.687649999999998e-06
Standard,2,1,KCl,410,109,0.14,3.10619e-06,8.35448e-06,2.6896229786329875,30791.618644571423,8.35448e-06,4.582723e-06,0.14,1.0839999999999374e-07,-0.6,-6.772949999999993e-05,0.6,6.688299999999984e-06
Standard,2,1,KCl,410,110,0.16,3.107383e-06,8.384847e-06,2.698362898941006,30792.415089145587,8.384847e-06,4.578487e-06,0.16,1.1467499999999227e-07,-0.6,-6.918284999999993e-05,0.6,6.693199999999971e-06
Standard,2,1,KCl,410,111,0.14,3.10566e-06,8.38212e-06,2.698981858928537,30799.395223075404,8.38212e-06,4.576753e-06,0.16,7.567499999998807e-08,-0.6,-6.860614999999996e-05,0.6,6.6941499999999866e-06
Standard,2,1,KCl,410,112,0.16,3.104357e-06,8.392087e-06,2.7033253585202988,30805.913503156065,8.392087e-06,4.572823e-06,0.16,1.2125000000001178e-07,-0.6,-6.912084999999995e-05,0.6,6.66549999999999e-06
Standard,2,1,KCl,410,113,0.16,3.10506e-06,8.352377e-06,2.689924510315421,30781.09806642376,8.352377e-06,4.570083e-06,0.16,7.542499999999767e-08,-0.6,-6.849649999999997e-05,0.6,6.7192999999999926e-06
Standard,2,1,KCl,410,114,0.16,3.099743e-06,8.364047e-06,2.6983033754733863,30835.579448332985,8.364047e-06,4.56825e-06,0.16,1.1800000000000126e-07,-0.6,-6.817119999999995e-05,0.6,6.751649999999986e-06
Standard,2,1,KCl,410,115,0.16,3.098217e-06,8.360023e-06,2.698333589932532,30819.300278606475,8.360023e-06,4.562247e-06,0.16,9.432500000000525e-08,-0.6,-6.79154999999999e-05,0.6,6.708349999999997e-06
Standard,2,1,KCl,410,116,0.16,3.097337e-06,8.371307e-06,2.702743356631842,30835.864700859736,8.371307e-06,4.558743e-06,0.16,7.89000000000036e-08,-0.6,-6.84318499999999e-05,0.6,6.677300000000019e-06
Standard,2,1,KCl,410,117,0.16,3.094283e-06,8.363247e-06,2.7028061104947416,30838.30858045098,8.363247e-06,4.55542e-06,0.16,9.792499999999956e-08,-0.6,-6.790569999999992e-05,0.6,6.700149999999983e-06
Standard,2,1,KCl,410,118,0.16,3.093777e-06,8.38452e-06,2.710124226794627,30864.1975308642,8.38452e-06,4.55129e-06,0.16,6.909999999999566e-08,-0.6,-6.866114999999996e-05,0.6,6.640650000000013e-06
Standard,2,1,KCl,410,119,0.16,3.093127e-06,8.378457e-06,2.708733589018492,30851.24762445393,8.378457e-06,4.549123e-06,0.16,7.467499999998586e-08,-0.6,-6.834299999999995e-05,0.6,6.667649999999996e-06
Standard,2,1,KCl,410,120,0.16,3.090063e-06,8.415437e-06,2.7233868694586487,30853.17989841282,8.415437e-06,4.54494e-06,0.16,5.574999999999688e-08,-0.6,-6.990984999999996e-05,0.6,6.727849999999964e-06
Standard,2,1,KCl,410,121,0.16,3.088203e-06,8.388283e-06,2.716234327859924,30874.708272600208,8.388283e-06,4.543507e-06,0.16,5.975000000000565e-08,-0.6,-6.867829999999999e-05,0.6,6.69734999999999e-06
Standard,2,1,KCl,410,122,0.16,3.087103e-06,8.413587e-06,2.7253988610033417,30880.714900902243,8.413587e-06,4.538417e-06,0.16,9.692499999999738e-08,-0.6,-6.994599999999994e-05,0.6,6.644200000000016e-06
Standard,2,1,KCl,410,123,0.16,3.08657e-06,8.38401e-06,2.7162870111482977,30896.81083118601,8.38401e-06,4.535367e-06,0.16,4.617499999999792e-08,-0.6,-6.849699999999996e-05,0.6,6.685200000000004e-06
Standard,2,1,KCl,410,124,0.1,3.080347e-06,8.400743e-06,2.727206707556,30900.219175254613,8.400743e-06,4.532367e-06,0.16,2.5924999999990777e-08,-0.6,-6.913779999999995e-05,0.6,6.671699999999992e-06
Standard,2,1,KCl,410,125,0.16,3.08583e-06,8.386593e-06,2.7177754445319406,30890.731143448214,8.386593e-06,4.531077e-06,0.16,3.7575000000006165e-08,-0.6,-6.821649999999991e-05,0.6,6.675199999999982e-06
Standard,2,1,KCl,410,126,0.16,3.081957e-06,8.393327e-06,2.7233757641654317,30909.158909240512,8.393327e-06,4.524823e-06,0.16,4.8400000000011266e-08,-0.6,-6.847034999999994e-05,0.6,6.5815e-06
Standard,2,1,KCl,410,127,0.16,3.081293e-06,8.4056e-06,2.7279457033135115,30915.69506366005,8.4056e-06,4.524507e-06,0.16,1.4999999999992233e-08,-0.6,-6.895864999999992e-05,0.6,6.701849999999966e-06
Standard,2,1,KCl,410,128,0.16,3.078313e-06,8.42276e-06,2.736161007668811,30933.128762241788,8.42276e-06,4.51985e-06,0.16,3.660000000001249e-08,-0.6,-7.005264999999996e-05,0.6,6.573649999999985e-06
Standard,2,1,KCl,410,129,0.16,3.079627e-06,8.41647e-06,2.73295110089631,30944.107824124832,8.41647e-06,4.517037e-06,0.16,2.6999999999991444e-08,-0.6,-6.934999999999992e-05,0.6,6.596999999999984e-06
Standard,2,1,KCl,410,130,0.16,3.076237e-06,8.399107e-06,2.730318567782652,30947.517034287062,8.399107e-06,4.5139e-06,0.16,3.1749999999998474e-08,-0.6,-6.873669999999991e-05,0.6,8.255850000000002e-06
Standard,2,1,KCl,410,131,0.16,3.07626e-06,8.415647e-06,2.7356748129221846,30955.27674481739,8.415647e-06,4.51014e-06,0.16,1.0175000000000288e-08,-0.6,-6.93419999999999e-05,0.6,6.6111499999999824e-06
Standard,2,1,KCl,410,132,0.16,3.072563e-06,8.429953e-06,2.743622506682532,30937.913794597007,8.429953e-06,4.506607e-06,0.16,1.7750000000008427e-08,-0.6,-7.016699999999994e-05,0.6,6.669000000000023e-06
Standard,2,1,KCl,410,133,0.16,3.075593e-06,8.42726e-06,2.740043952499567,30953.01548919848,8.42726e-06,4.503917e-06,0.16,6.125000000000218e-08,-0.6,-6.973084999999994e-05,0.6,6.6488499999999855e-06
Standard,2,1,KCl,410,134,0.16,3.066153e-06,8.39854e-06,2.739113149278591,31019.61152899698,8.39854e-06,4.490953e-06,0.16,5.492500000000016e-08,-0.6,-6.862364999999996e-05,0.6,6.645999999999981e-06
Standard,2,1,KCl,410,135,0.16,3.066877e-06,8.363943e-06,2.727185668026465,31017.27351962308,8.363943e-06,4.489637e-06,0.16,3.900000000001775e-09,-0.6,-6.799749999999996e-05,0.6,6.664999999999997e-06
Standard,2,1,KCl,410,136,0.16,3.06552e-06,8.380503e-06,2.733794918969702,31025.13563413671,8.380503e-06,4.485893e-06,0.16,4.259999999999854e-08,-0.6,-6.869099999999994e-05,0.6,6.637999999999972e-06
Standard,2,1,KCl,410,137,0.16,3.065973e-06,8.393827e-06,2.737736764152848,31022.66205463091,8.393827e-06,4.48407e-06,0.16,2.0750000000001453e-08,-0.6,-6.925749999999993e-05,0.6,6.617150000000021e-06
Standard,2,1,KCl,410,138,0.16,3.06266e-06,8.389393e-06,2.7392505207891182,31041.7968482022,8.389393e-06,4.48133e-06,0.16,3.367499999999083e-08,-0.6,-6.895279999999996e-05,0.6,6.65015e-06
Standard,2,1,KCl,410,139,0.16,3.062433e-06,8.3969e-06,2.741904884123179,31033.223237801696,8.3969e-06,4.479697e-06,0.16,1.3100000000008396e-08,-0.6,-6.92858499999999e-05,0.6,6.678349999999974e-06
Standard,2,1,KCl,410,140,0.16,3.058993e-06,8.40275e-06,2.7469006957518376,31051.782884692,8.40275e-06,4.475617e-06,0.16,9.249999999996566e-09,-0.6,-6.927484999999993e-05,0.6,6.583999999999964e-06
Standard,2,1,KCl,410,141,0.16,3.06077e-06,8.418547e-06,2.7504670393397737,31057.897200223742,8.418547e-06,4.473447e-06,0.16,4.075000000007241e-09,-0.6,-7.008249999999991e-05,0.6,6.595499999999963e-06
Standard,2,1,KCl,410,142,0.16,3.058307e-06,8.410863e-06,2.7501696199890984,31053.75000426989,8.410863e-06,4.46861e-06,0.16,3.7499999999994135e-08,-0.6,-6.972449999999994e-05,0.6,6.643849999999975e-06
Standard,2,1,KCl,410,143,0.16,3.05884e-06,8.423753e-06,2.753904421283885,31055.99706831388,8.423753e-06,4.46912e-06,0.16,2.017499999999511e-08,-0.6,-7.016664999999994e-05,0.6,6.648149999999987e-06
Standard,2,1,KCl,410,144,0.16,3.05657e-06,8.458093e-06,2.767184458396176,31069.022941366544,8.458093e-06,4.46452e-06,0.16,4.017499999999831e-08,-0.6,-7.169614999999996e-05,0.6,6.616e-06
Standard,2,1,KCl,410,145,0.16,3.055347e-06,8.45377e-06,2.7668772155830417,31087.98303342238,8.45377e-06,4.461103e-06,0.16,1.7650000000001432e-08,-0.6,-7.091564999999995e-05,0.6,6.603800000000002e-06
Standard,2,1,KCl,410,146,0.16,3.053643e-06,8.42195e-06,2.758000853406898,31106.395381571267,8.42195e-06,4.458213e-06,0.16,7.100000000008792e-09,-0.6,-7.027684999999993e-05,0.6,6.590149999999996e-06
Standard,2,1,KCl,410,147,0.16,3.053003e-06,8.404103e-06,2.752733292433712,31095.813352977595,8.404103e-06,4.456157e-06,0.16,1.3174999999993314e-08,-0.6,-6.93941499999999e-05,0.6,6.567199999999966e-06
Standard,2,1,KCl,410,148,0.16,3.05047e-06,8.43637e-06,2.765596776890119,31123.97707158857,8.43637e-06,4.452467e-06,0.16,5.674999999999908e-08,-0.6,-7.063384999999996e-05,0.6,6.562349999999991e-06
Standard,2,1,KCl,410,149,0.16,3.049273e-06,8.43456e-06,2.7660888349452475,31115.49355551456,8.43456e-06,4.451397e-06,0.16,3.764999999999108e-08,-0.6,-7.04361499999999e-05,0.6,6.627700000000005e-06
Standard,2,1,KCl,410,150,0.16,3.048577e-06,8.452217e-06,2.772512224555916,31136.42017727209,8.452217e-06,4.447007e-06,0.16,4.549999999999813e-08,-0.6,-7.133419999999992e-05,0.6,6.542349999999989e-06
Standard,2,1,KCl,410,151,0.16,3.048607e-06,8.438857e-06,2.76810261211104,31108.814589287435,8.438857e-06,4.44541e-06,0.16,7.457499999999242e-08,-0.6,-7.068249999999995e-05,0.6,6.615499999999965e-06
Standard,2,1,KCl,410,152,0.16,3.044997e-06,8.46135e-06,2.77877121061203,31146.37018644529,8.46135e-06,4.441307e-06,0.16,5.489999999999164e-08,-0.6,-7.168814999999995e-05,0.6,6.563350000000018e-06
Standard,2,1,KCl,410,153,0.18,3.04597e-06,8.44794e-06,2.7734810257487763,31140.93859411742,8.44794e-06,4.439903e-06,0.16,6.342499999999848e-08,-0.6,-7.185834999999995e-05,0.6,6.582300000000023e-06
Standard,2,1,KCl,410,154,0.16,3.042407e-06,8.428343e-06,2.770287801730669,31153.61849278794,8.428343e-06,4.437503e-06,0.16,7.600000000000403e-08,-0.6,-7.018579999999991e-05,0.6,6.532150000000004e-06
Standard,2,1,KCl,410,155,0.16,3.042513e-06,8.465453e-06,2.7823884400822614,31158.1516112036,8.465453e-06,4.434503e-06,0.16,7.582499999999855e-08,-0.6,-7.198114999999994e-05,0.6,6.6070000000000055e-06
Standard,2,1,KCl,410,156,0.16,3.040767e-06,8.45654e-06,2.781054911474638,31163.10363321277,8.45654e-06,4.431847e-06,0.16,9.409999999999628e-08,-0.6,-7.122799999999996e-05,0.6,6.557499999999973e-06
Standard,2,1,KCl,410,157,0.16,3.03786e-06,8.477583e-06,2.790643084276432,31172.526530158026,8.477583e-06,4.42855e-06,0.16,6.657499999998843e-08,-0.6,-7.248399999999994e-05,0.6,6.519849999999982e-06
Standard,2,1,KCl,410,158,0.16,3.038967e-06,8.43883e-06,2.776874510318802,31177.288716970397,8.43883e-06,4.426397e-06,0.16,1.1649999999999119e-07,-0.6,-7.084414999999994e-05,0.6,6.59534999999997e-06
Standard,2,1,KCl,410,159,0.16,3.037577e-06,8.450933e-06,2.78212963819518,31191.87588877352,8.450933e-06,4.422983e-06,0.16,6.634999999999302e-08,-0.6,-7.102879999999988e-05,0.6,6.611800000000011e-06
Standard,2,1,KCl,410,160,0.16,3.036183e-06,8.475613e-06,2.7915356221940506,31205.142607501715,8.475613e-06,4.421077e-06,0.16,7.24249999999911e-08,-0.6,-7.199064999999993e-05,0.6,6.573349999999998e-06
Standard,2,1,KCl,410,161,0.16,3.036083e-06,8.49187e-06,2.796982164189846,31199.36927355077,8.49187e-06,4.421363e-06,0.16,1.010750000000031e-07,-0.6,-7.262734999999995e-05,0.6,6.559149999999987e-06
Standard,2,1,KCl,410,162,0.16,3.035447e-06,8.456733e-06,2.785992639634294,31176.540276972384,8.456733e-06,4.416287e-06,0.16,1.0715000000001473e-07,-0.6,-7.094129999999995e-05,0.6,6.558349999999965e-06
Standard,2,1,KCl,410,163,0.16,3.03387e-06,8.47152e-06,2.7923147662886016,31223.97676686337,8.47152e-06,4.416083e-06,0.16,7.87499999999931e-08,-0.6,-7.203949999999993e-05,0.6,6.535999999999994e-06
Standard,2,1,KCl,410,164,0.16,3.031003e-06,8.464893e-06,2.7927695881528325,31205.40552516669,8.464893e-06,4.41291e-06,0.16,1.3860000000000578e-07,-0.6,-7.155414999999993e-05,0.6,6.537650000000008e-06
Standard,2,1,KCl,410,165,0.16,3.033043e-06,8.459653e-06,2.7891635562041155,31220.896270757607,8.459653e-06,4.411533e-06,0.16,1.2807499999999453e-07,-0.6,-7.104579999999993e-05,0.6,6.563650000000005e-06
Standard,2,1,KCl,410,166,0.16,3.031813e-06,8.405327e-06,2.7723764625324843,31188.665539924143,8.405327e-06,4.405873e-06,0.16,8.549999999999098e-08,-0.6,-7.040449999999991e-05,0.6,6.52315000000001e-06
Standard,2,1,KCl,410,167,0.16,3.030097e-06,8.45696e-06,2.790986559176158,31217.290133182327,8.45696e-06,4.405303e-06,0.16,9.660000000000853e-08,-0.6,-7.081199999999992e-05,0.6,6.5962999999999854e-06
Standard,2,1,KCl,410,168,0.16,3.027507e-06,8.46273e-06,2.7952800769742234,31264.919228644423,8.46273e-06,4.400757e-06,0.16,1.1132500000000185e-07,-0.6,-7.127149999999992e-05,0.6,6.555500000000003e-06
