Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.59,2.71201e-05,2.56658e-05,2.51889e-05,2.45094e-05,2.4116e-05
0.592,2.68698e-05,2.57134e-05,2.45929e-05,2.45929e-05,2.42472e-05
0.594,2.73824e-05,2.57492e-05,2.51055e-05,2.45452e-05,2.39491e-05
0.596,2.72989e-05,2.55823e-05,2.5022e-05,2.46406e-05,2.3818e-05
0.598,2.74301e-05,2.58327e-05,2.51532e-05,2.45094e-05,2.40803e-05
0.6,2.72155e-05,2.58803e-05,2.49386e-05,2.4426e-05,2.39015e-05
0.602,2.70367e-05,2.53201e-05,2.51889e-05,2.45094e-05,2.39968e-05
0.604,2.71201e-05,2.57492e-05,2.48551e-05,2.45929e-05,2.40326e-05
0.606,2.67863e-05,2.57492e-05,2.51055e-05,2.39968e-05,2.39015e-05
0.608,2.70009e-05,2.55823e-05,2.50697e-05,2.45452e-05,2.40326e-05
0.61,2.72155e-05,2.58803e-05,2.4724e-05,2.4426e-05,2.41637e-05
0.612,2.70367e-05,2.60472e-05,2.49743e-05,2.45094e-05,2.43306e-05
0.614,2.70367e-05,2.57969e-05,2.51889e-05,2.44617e-05,2.42472e-05
0.616,2.73347e-05,2.58803e-05,2.46406e-05,2.5022e-05,2.40326e-05
0.618,2.72989e-05,2.5928e-05,2.5022e-05,2.43306e-05,2.39491e-05
0.62,2.71678e-05,2.55823e-05,2.51532e-05,2.4724e-05,2.40326e-05
